,0
4413,DQ828963.1
4414,DQ829530.1
4415,DQ829650.1
4416,DQ829653.1
4417,DQ829656.1
4418,DQ829657.1
4419,DQ829658.1
4420,DQ829659.1
4421,DQ829660.1
4422,DQ829662.1
4423,DQ829663.1
4424,DQ829664.1
4425,DQ829666.1
4426,DQ829667.1
4427,DQ829668.1
4428,DQ829674.1
4429,DQ829675.1
4430,DQ829677.1
4431,DQ829678.1
4432,DQ829679.1
4433,DQ829680.1
4434,DQ829683.1
4435,DQ829685.1
4436,DQ830089.1
4437,DQ831958.1
4438,DQ838698.1
4439,DQ839326.1
4440,DQ839336.1
4441,DQ841348.1
4442,DQ847450.1
4443,DQ851109.1
4444,DQ854843.1
4445,DQ855413.1
4446,DQ856222.1
4447,DQ856272.1
4448,DQ856287.1
4449,DQ856733.1
4450,DQ856845.1
4451,DQ856987.1
4452,DQ857226.1
4453,DQ859183.1
4454,DQ859207.1
4455,DQ862524.1
4456,DQ887498.1
4457,DQ888126.1
4458,DQ890426.1
4459,DQ906117.1
4460,DQ906135.1
4461,DQ906915.1
4462,DQ923164.1
4463,DQ923289.1
4464,DQ973271.1
4465,DQ975591.1
4466,DQ975609.1
4467,DQ975896.1
4468,DQ975900.1
4469,DQ975903.1
4470,DQ975904.1
4471,DQ975916.1
4472,DQ975931.1
4473,DQ975983.1
4474,DQ975996.1
4475,DQ976052.1
4476,DQ976071.1
4477,DQ976084.1
4478,DQ976136.1
4479,DQ976142.1
4480,DQ976178.1
4481,DQ976190.1
4482,DQ976196.1
4483,DQ976198.1
4484,DQ976201.1
4485,DQ976219.1
4486,DQ976223.1
4487,DQ976231.1
4488,DQ985058.1
4489,DQ985060.1
4490,DQ990939.2
4491,DQ997645.1
4492,DQ997838.1
4493,EF010566.1
4494,EF010685.1
4495,EF010686.1
4496,EF010689.1
4497,EF010695.1
4498,EF010724.1
4499,EF016802.1
4500,EF016803.1
4501,EF019272.1
4502,EF019744.1
4503,EF019788.1
4504,EF029348.2
4505,EF029369.1
4506,EF029374.1
4507,EF029375.1
4508,EF029383.1
4509,EF029384.1
4510,EF029387.1
4511,EF029391.1
4512,EF029394.1
4513,EF029479.1
4514,EF029483.1
4515,EF029486.1
4516,EF029778.2
4517,EF030095.1
4518,EF030096.1
4519,EF030097.1
4520,EF061594.1
4521,EF063809.1
4522,EF064166.1
4523,EF064190.1
4524,EF066565.1
4525,EF066577.1
4526,EF067836.1
4527,EF071279.1
4528,EF071399.1
4529,EF071505.1
4530,EF072551.1
4531,EF072562.1
4532,EF072789.1
4533,EF072881.1
4534,EF074184.1
4535,EF074750.1
4536,EF074873.1
4537,EF090719.1
4538,EF094142.1
4539,EF094155.1
4540,EF094335.1
4541,EF094363.1
4542,EF095175.1
4543,EF095887.1
4544,EF097555.1
4545,EF103268.1
4546,EF103270.1
4547,EF105684.1
4548,EF106477.1
4549,EF109904.1
4550,EF111096.1
4551,EF111256.1
4552,EF114303.1
4553,EF116574.1
4554,EF116576.1
4555,EF116579.1
4556,EF118007.1
4557,EF122600.1
4558,EF126277.1
4559,EF127756.1
4560,EF135053.1
4561,EF140069.1
4562,EF140115.1
4563,EF140166.1
4564,EF140245.1
4565,EF140427.1
4566,EF140556.1
4567,EF140574.1
4568,EF141892.1
4569,EF141913.1
4570,EF143837.2
4571,EF149409.1
4572,EF149834.1
4573,EF149844.1
4574,EF149971.1
4575,EF150072.1
4576,EF150133.1
4577,EF150157.1
4578,EF154246.1
4579,EF157137.1
4580,EF157169.1
4581,EF157184.1
4582,EF157185.1
4583,EF157190.1
4584,EF157194.1
4585,EF157268.1
4586,EF157945.1
4587,EF158017.1
4588,EF175363.1
4589,EF177461.1
4590,EF179851.1
4591,EF188307.1
4592,EF188327.1
4593,EF188365.1
4594,EF188370.1
4595,EF190140.1
4596,EF190144.2
4597,EF190346.1
4598,EF191402.1
4599,EF192652.1
4600,EF192734.1
4601,EF195096.1
4602,EF195099.1
4603,EF196979.1
4604,EF201764.1
4605,EF203797.1
4606,EF204285.1
4607,EF206263.1
4608,EF207039.1
4609,EF216369.1
4610,EF219498.1
4611,EF219752.1
4612,EF219842.1
4613,EF221049.1
4614,EF221188.1
4615,EF222484.1
4616,EF222785.1
4617,EF223117.1
4618,EF225157.1
4619,EF225167.1
4620,EF225621.1
4621,EF225813.1
4622,EF229058.1
4623,EF230583.1
4624,EF230913.1
4625,EF231193.1
4626,EF231391.1
4627,EF231426.1
4628,EF231964.1
4629,EF233201.1
4630,EF233916.1
4631,EF235687.1
4632,EF235836.1
4633,EF236236.1
4634,EF237387.1
4635,EF238092.1
4636,EF238948.1
4637,EF241153.1
4638,EF242406.1
4639,EF242432.1
4640,EF242879.1
4641,EF243112.1
4642,EF243184.1
4643,EF245594.1
4644,EF245706.1
4645,EF247148.1
4646,EF248234.1
4647,EF248630.1
4648,EF248716.1
4649,EF248797.1
4650,EF248985.1
4651,EF249284.1
4652,EF249674.1
4653,EF250108.1
4654,EF250121.1
4655,EF250470.1
4656,EF250856.1
4657,EF251508.1
4658,EF251899.1
4659,EF252230.1
4660,EF252255.1
4661,EF252306.1
4662,EF252468.1
4663,EF252816.1
4664,EF252833.1
4665,EF253259.1
4666,EF253526.1
4667,EF253736.1
4668,EF254825.1
4669,EF254913.1
4670,EF255000.1
4671,EF256145.1
4672,EF256738.1
4673,EF256771.1
4674,EF257307.1
4675,EF257538.1
4676,EF259098.1
4677,EF259213.1
4678,EF259639.1
4679,EF259769.1
4680,EF259963.1
4681,EF261045.1
4682,EF261422.1
4683,EF262204.1
4684,EF262952.1
4685,EF263202.1
4686,EF263350.1
4687,EF264122.1
4688,EF265061.1
4689,EF266538.1
4690,EF266572.1
4691,EF266788.1
4692,EF266982.1
4693,EF267282.1
4694,EF267354.1
4695,EF268000.1
4696,EF268091.1
4697,EF268439.1
4698,EF268636.1
4699,EF268672.1
4700,EF269866.1
4701,EF270393.1
4702,EF270476.1
4703,EF272658.1
4704,EF274513.1
4705,EF275069.1
4706,EF276562.1
4707,EF276854.1
4708,EF277145.1
4709,EF278181.1
4710,EF278201.1
4711,EF279022.1
4712,EF279144.1
4713,EF279762.1
4714,EF279841.1
4715,EF280361.1
4716,EF282509.1
4717,EF283415.1
4718,EF283796.1
4719,EF284224.1
4720,EF287009.1
4721,EF287104.1
4722,EF287675.1
4723,EF293548.1
4724,EF293800.1
4725,EF295269.1
4726,EF295965.1
4727,EF299300.1
4728,EF300230.1
4729,EF300669.1
4730,EF301456.1
4731,EF302412.1
4732,EF302955.1
4733,EF303422.1
4734,EF304126.1
4735,EF304456.1
4736,EF305591.1
4737,EF305776.1
4738,EF306617.1
4739,EF306766.1
4740,EF307726.1
4741,EF308404.1
4742,EF309935.1
4743,EF309959.1
4744,EF312803.1
4745,EF313952.1
4746,EF314452.1
4747,EF316055.1
4748,EF316265.1
4749,EF316553.1
4750,EF317459.1
4751,EF318144.1
4752,EF318165.1
4753,EF320311.1
4754,EF323350.1
4755,EF325534.1
4756,EF326526.1
4757,EF329685.1
4758,EF330085.1
4759,EF337336.1
4760,EF341322.1
4761,EF342621.1
4762,EF343393.1
4763,EF346010.1
4764,EF346354.1
4765,EF353644.1
4766,EF357513.1
4767,EF361169.1
4768,EF364806.1
4769,EF364962.1
4770,EF365161.1
4771,EF365162.1
4772,EF365169.1
4773,EF365178.1
4774,EF365197.1
4775,EF365207.1
4776,EF365239.1
4777,EF365249.1
4778,EF365253.1
4779,EF365318.1
4780,EF365319.1
4781,EF365334.1
4782,EF365344.1
4783,EF365369.1
4784,EF365384.1
4785,EF365387.1
4786,EF365393.1
4787,EF365437.1
4788,EF365446.1
4789,EF365453.1
4790,EF365459.1
4791,EF365476.1
4792,EF365516.1
4793,EF365547.1
4794,EF365574.1
4795,EF365593.1
4796,EF365595.1
4797,EF365662.1
4798,EF365798.1
4799,EF365824.1
4800,EF365877.1
4801,EF365888.1
4802,EF365918.1
4803,EF365978.1
4804,EF366098.1
4805,EF366099.1
4806,EF366116.1
4807,EF366134.1
4808,EF366161.1
4809,EF366163.1
4810,EF366191.1
4811,EF366258.1
4812,EF366340.1
4813,EF366450.1
4814,EF366467.1
4815,EF366583.1
4816,EF366602.1
4817,EF366613.1
4818,EF366638.1
4819,EF366659.1
4820,EF366662.1
4821,EF375756.2
4822,EF375757.2
4823,EF375812.1
4824,EF377495.1
4825,EF377502.1
4826,EF392967.1
4827,EF393126.1
4828,EF397327.1
4829,EF397351.1
4830,EF397381.1
4831,EF397392.1
4832,EF409944.1
4833,EF412973.1
4834,EF414249.1
4835,EF414257.1
4836,EF414258.1
4837,EF414260.1
4838,EF414263.1
4839,EF414266.1
4840,EF414268.1
4841,EF414271.1
4842,EF414276.1
4843,EF414281.1
4844,EF414282.1
4845,EF414283.1
4846,EF417714.1
4847,EF419362.1
4848,EF419375.1
4849,EF422049.1
4850,EF424438.1
4851,EF426669.1
4852,EF427678.1
4853,EF427722.1
4854,EF429586.1
4855,EF429836.1
4856,EF429957.1
4857,EF430410.1
4858,EF430532.1
4859,EF430681.1
4860,EF430682.1
4861,EF430820.1
4862,EF430821.1
4863,EF432579.1
4864,EF434411.1
4865,EF440295.1
4866,EF440306.1
4867,EF440307.1
4868,EF440312.1
4869,EF440325.2
4870,EF442300.1
4871,EF443081.1
4872,EF443935.1
4873,EF444033.1
4874,EF444114.1
4875,EF446255.1
4876,EF446890.1
4877,EF447057.1
4878,EF450925.1
4879,EF451997.1
4880,EF452702.1
4881,EF455156.1
4882,EF457480.1
4883,EF462574.1
4884,EF464850.1
4885,EF470926.1
4886,EF471604.1
4887,EF474290.1
4888,EF486319.1
4889,EF486835.1
4890,EF507022.1
4891,EF507946.1
4892,EF507986.1
4893,EF513617.1
4894,EF515183.1
4895,EF515360.1
4896,EF516581.1
4897,EF516912.1
4898,EF520505.1
4899,EF520595.1
4900,EF522190.1
4901,EF522200.1
4902,EF522213.1
4903,EF522222.1
4904,EF522225.1
4905,EF522396.1
4906,EF522474.1
4907,EF522479.1
4908,EF522487.1
4909,EF522516.1
4910,EF522565.1
4911,EF522652.1
4912,EF522877.1
4913,EF522881.1
4914,EF526288.1
4915,EF535847.1
4916,EF540401.1
4917,EF540463.1
4918,EF540514.1
4919,EF545769.1
4920,EF548009.1
4921,EF554787.1
4922,EF562129.1
4923,EF562136.1
4924,EF562140.1
4925,EF562154.1
4926,EF562160.1
4927,EF562175.1
4928,EF562209.1
4929,EF562266.1
4930,EF577042.1
4931,EF579784.1
4932,EF580940.1
4933,EF580961.1
4934,EF588272.1
4935,EF599122.1
4936,EF600189.1
4937,EF600584.1
4938,EF600587.1
4939,EF600590.1
4940,EF600647.1
4941,EF601580.1
4942,EF603542.1
4943,EF604146.1
4944,EF606798.1
4945,EF613946.1
4946,EF613987.1
4947,EF615032.1
4948,EF619088.1
4949,EF619132.1
4950,EF619258.1
4951,EF619289.1
4952,EF622432.1
4953,EF626866.1
4954,EF627986.1
4955,EF629677.1
4956,EF634296.1
4957,EF634304.1
4958,EF636113.1
4959,EF638260.1
4960,EF638266.1
4961,EF638275.1
4962,EF638340.1
4963,EF638378.1
4964,EF640598.1
4965,EF640631.1
4966,EF643629.1
4967,EF648016.1
4968,EF648092.1
4969,EF648151.1
4970,EF651081.1
4971,EF651428.1
4972,EF653420.1
4973,EF653422.1
4974,EF659063.1
4975,EF662335.1
4976,EF662474.1
4977,EF664441.1
4978,EF664750.1
4979,EF665617.1
4980,EF667387.1
4981,EF667521.1
4982,EF667921.1
4983,EF669487.1
4984,EF669488.1
4985,EF669500.1
4986,EF681642.1
4987,EF681659.1
4988,EF681730.1
4989,EF682493.1
4990,EF682865.1
4991,EF682866.1
4992,EF682924.1
4993,EF682993.1
4994,EF683019.1
4995,EF683083.1
4996,EF686922.1
4997,EF688154.1
4998,EF688395.1
4999,EF693159.1
5000,EF693294.1
5001,EF693538.1
5002,EF695605.1
5003,EF696350.1
5004,EF696549.1
5005,EF697140.1
5006,EF697333.1
5007,EF697577.1
5008,EF697881.1
5009,EF697955.1
5010,EF698140.1
5011,EF698208.1
5012,EF698561.1
5013,EF698580.1
5014,EF698869.1
5015,EF699062.1
5016,EF699165.1
5017,EF699184.1
5018,EF699362.1
5019,EF699824.1
5020,EF699834.1
5021,EF699863.1
5022,EF699868.1
5023,EF700074.1
5024,EF700291.1
5025,EF700939.1
5026,EF701241.1
5027,EF701269.1
5028,EF701274.1
5029,EF701669.1
5030,EF702128.1
5031,EF702529.1
5032,EF702763.1
5033,EF703714.1
5034,EF704300.1
5035,EF704719.1
5036,EF704781.1
5037,EF704785.1
5038,EF705823.1
5039,EF706190.1
5040,EF706370.1
5041,EF706386.1
5042,EF706610.1
5043,EF707196.1
5044,EF707237.1
5045,EF707975.1
5046,EF708937.1
5047,EU000359.1
5048,EU004170.1
5049,EU004810.1
5050,EU007570.1
5051,EU007610.1
5052,EU009809.1
5053,EU014577.1
5054,EU023908.1
5055,EU025756.1
5056,EU025810.1
5057,EU025827.1
5058,EU029246.1
5059,EU029431.1
5060,EU029542.1
5061,EU029591.1
5062,EU034497.1
5063,EU034513.1
5064,EU037933.1
5065,EU041732.1
5066,EU056451.1
5067,EU058015.1
5068,EU058023.1
5069,EU058090.1
5070,EU058121.1
5071,EU059320.1
5072,EU059334.1
5073,EU059371.1
5074,EU059396.1
5075,EU059527.1
5076,EU059732.1
5077,EU059786.1
5078,EU060158.1
5079,EU060192.1
5080,EU060222.1
5081,EU060383.1
5082,EU060480.1
5083,EU060586.1
5084,EU061034.1
5085,EU061049.1
5086,EU061074.1
5087,EU061157.1
5088,EU061360.1
5089,EU061368.1
5090,EU061395.1
5091,EU061455.1
5092,EU061468.1
5093,EU061472.1
5094,EU061524.1
5095,EU061553.1
5096,EU062210.1
5097,EU062418.1
5098,EU063557.1
5099,EU063890.1
5100,EU063907.1
5101,EU063968.1
5102,EU063973.1
5103,EU063987.1
5104,EU063995.1
5105,EU064052.1
5106,EU064085.1
5107,EU064133.1
5108,EU064754.1
5109,EU066039.1
5110,EU066457.1
5111,EU066490.1
5112,EU066638.1
5113,EU066640.1
5114,EU066676.1
5115,EU066709.1
5116,EU066811.1
5117,EU066907.1
5118,EU067017.1
5119,EU067556.1
5120,EU078198.1
5121,EU078569.1
5122,EU083561.1
5123,EU083576.1
5124,EU083740.1
5125,EU102284.1
5126,EU104044.1
5127,EU104230.1
5128,EU108752.1
5129,EU108759.1
5130,EU108772.1
5131,EU108792.1
5132,EU108794.1
5133,EU109307.1
5134,EU112211.1
5135,EU112212.1
5136,EU117174.1
5137,EU118571.1
5138,EU121811.1
5139,EU122664.1
5140,EU122771.1
5141,EU127386.1
5142,EU133393.1
5143,EU135147.1
5144,EU135674.1
5145,EU135677.1
5146,EU136324.1
5147,EU136363.1
5148,EU136785.1
5149,EU137388.1
5150,EU137572.1
5151,EU141778.1
5152,EU141902.1
5153,EU149051.1
5154,EU149094.1
5155,EU149119.1
5156,EU149152.1
5157,EU153009.1
5158,EU154430.1
5159,EU154442.1
5160,EU155881.1
5161,EU156142.1
5162,EU157718.1
5163,EU160284.1
5164,EU160525.1
5165,EU161598.1
5166,EU161599.1
5167,EU161625.1
5168,EU170672.1
5169,EU170732.1
5170,EU171802.1
5171,EU171825.1
5172,EU171839.1
5173,EU171856.1
5174,EU172450.1
5175,EU172451.1
5176,EU172594.1
5177,EU172599.1
5178,EU180513.1
5179,EU180545.1
5180,EU182049.1
5181,EU182112.1
5182,EU182125.1
5183,EU182872.1
5184,EU185158.1
5185,EU185492.1
5186,EU186880.1
5187,EU187281.1
5188,EU187420.1
5189,EU195866.1
5190,EU196060.1
5191,EU196104.1
5192,EU196106.1
5193,EU196115.1
5194,EU196125.1
5195,EU196300.1
5196,EU202006.1
5197,EU215271.1
5198,EU215447.1
5199,EU218640.1
5200,EU218652.1
5201,EU218691.1
5202,EU218764.1
5203,EU218811.1
5204,EU218929.1
5205,EU239308.1
5206,EU240887.1
5207,EU244054.1
5208,EU250477.1
5209,EU250818.1
5210,EU255655.1
5211,EU255684.1
5212,EU255702.1
5213,EU262373.1
5214,EU263714.1
5215,EU273119.1
5216,EU273203.1
5217,EU275394.1
5218,EU282443.1
5219,EU283557.1
5220,EU284192.1
5221,EU284298.1
5222,EU284341.1
5223,EU284402.1
5224,EU284421.1
5225,EU298638.1
5226,EU306592.1
5227,EU308577.1
5228,EU330536.1
5229,EU341174.1
5230,EU341185.1
5231,EU341265.1
5232,EU352402.1
5233,EU352421.1
5234,EU352538.1
5235,EU353467.1
5236,EU353631.1
5237,EU353649.1
5238,EU354047.1
5239,EU354049.1
5240,EU354196.1
5241,EU357076.1
5242,EU357282.1
5243,EU357409.1
5244,EU357632.1
5245,EU357714.1
5246,EU360196.1
5247,EU360197.1
5248,EU360200.1
5249,EU360202.1
5250,EU360206.1
5251,EU360208.1
5252,EU360221.1
5253,EU360222.1
5254,EU360229.1
5255,EU360235.1
5256,EU360240.1
5257,EU360244.1
5258,EU360783.1
5259,EU365199.1
5260,EU370836.1
5261,EU372570.1
5262,EU372622.1
5263,EU373366.1
5264,EU373874.1
5265,EU375015.1
5266,EU375221.1
5267,EU376198.1
5268,EU391200.1
5269,EU399738.1
5270,EU400614.1
5271,EU401945.1
5272,EU403004.1
5273,EU403607.1
5274,EU403842.1
5275,EU407447.1
5276,EU409554.1
5277,EU414894.1
5278,EU427080.1
5279,EU428933.1
5280,EU428934.1
5281,EU432307.1
5282,EU434457.1
5283,EU434580.1
5284,EU434584.1
5285,EU434591.1
5286,EU441025.1
5287,EU441085.1
5288,EU441999.1
5289,EU442976.1
5290,EU447599.1
5291,EU447654.1
5292,EU448496.1
5293,EU448518.1
5294,EU448584.1
5295,EU448665.1
5296,EU448718.1
5297,EU448866.1
5298,EU460987.1
5299,EU463472.1
5300,EU464204.1
5301,EU465496.1
5302,EU466646.1
5303,EU468636.1
5304,EU474135.1
5305,EU474574.1
5306,EU475087.1
5307,EU490267.1
5308,EU499585.1
5309,EU508427.1
5310,EU508743.1
5311,EU509545.1
5312,EU512967.1
5313,EU512976.1
5314,EU514036.1
5315,EU515336.1
5316,EU515377.1
5317,EU515534.1
5318,EU515538.1
5319,EU515702.1
5320,EU515706.1
5321,EU515710.1
5322,EU515735.1
5323,EU515738.1
5324,EU515743.1
5325,EU520168.1
5326,EU523376.1
5327,EU527086.1
5328,EU527090.1
5329,EU527119.1
5330,EU527186.1
5331,EU528200.1
5332,EU528668.1
5333,EU532502.1
5334,EU532506.1
5335,EU537196.1
5336,EU543842.1
5337,EU555007.1
5338,EU555094.1
5339,EU558146.1
5340,EU560813.1
5341,EU571129.1
5342,EU572503.1
5343,EU584525.1
5344,EU585788.1
5345,EU585792.1
5346,EU592966.1
5347,EU593855.1
5348,EU594526.1
5349,EU604352.1
5350,EU616518.1
5351,EU616535.1
5352,EU617084.1
5353,EU617180.1
5354,EU621936.3
5355,EU625471.1
5356,EU625488.1
5357,EU625518.1
5358,EU626464.1
5359,EU626465.1
5360,EU626468.1
5361,EU626473.1
5362,EU626480.1
5363,EU629408.1
5364,EU629517.1
5365,EU629656.1
5366,EU629688.1
5367,EU629701.1
5368,EU629836.1
5369,EU629876.1
5370,EU630456.1
5371,EU630513.1
5372,EU630987.1
5373,EU633989.1
5374,EU634446.1
5375,EU634511.1
5376,EU635287.1
5377,EU635288.1
5378,EU635442.1
5379,EU635976.1
5380,EU637715.1
5381,EU645084.1
5382,EU647539.1
5383,EU656359.1
5384,EU657379.1
5385,EU658043.1
5386,EU658051.1
5387,EU662267.1
5388,EU662268.1
5389,EU662269.1
5390,EU667382.1
5391,EU675746.1
5392,EU676403.1
5393,EU679658.1
5394,EU679659.1
5395,EU693499.1
5396,EU695406.1
5397,EU695695.1
5398,EU697967.1
5399,EU697968.1
5400,EU697971.1
5401,EU702984.1
5402,EU704759.1
5403,EU704800.1
5404,EU704910.1
5405,EU704935.1
5406,EU705133.1
5407,EU705387.1
5408,EU705541.1
5409,EU705639.1
5410,EU705704.1
5411,EU705714.1
5412,EU705767.1
5413,EU705807.1
5414,EU705809.1
5415,EU705905.1
5416,EU705935.1
5417,EU706088.1
5418,EU706105.1
5419,EU706135.1
5420,EU706239.1
5421,EU706277.1
5422,EU706417.1
5423,EU706418.1
5424,EU709498.1
5425,EU714925.1
5426,EU715897.1
5427,EU718220.1
5428,EU722288.1
5429,EU730090.1
5430,EU735482.1
5431,EU735513.1
5432,EU742131.1
5433,EU751329.1
5434,EU755106.1
5435,EU760398.1
5436,EU760401.1
5437,EU770634.1
5438,EU772332.1
5439,EU773307.1
5440,EU789500.1
5441,EU790010.1
5442,EU790020.1
5443,EU790048.1
5444,EU790056.1
5445,EU790070.1
5446,EU790071.1
5447,EU790077.1
5448,EU790091.1
5449,EU790093.1
5450,EU790102.1
5451,EU790104.1
5452,EU790108.1
5453,EU790125.1
5454,EU790126.1
5455,EU790137.1
5456,EU790147.1
5457,EU790150.1
5458,EU790160.1
5459,EU790165.1
5460,EU790169.1
5461,EU790184.1
5462,EU790190.1
5463,EU790197.1
5464,EU790212.1
5465,EU790213.1
5466,EU790219.1
5467,EU790233.1
5468,EU790241.1
5469,EU790248.1
5470,EU790291.1
5471,EU790294.1
5472,EU790297.1
5473,EU790298.1
5474,EU790398.1
5475,EU790406.1
5476,EU790414.1
5477,EU790438.1
5478,EU790450.1
5479,EU790454.1
5480,EU790461.1
5481,EU790463.1
5482,EU790464.1
5483,EU790471.1
5484,EU790473.1
5485,EU790475.1
5486,EU795333.1
5487,EU795972.1
5488,EU795989.1
5489,EU809132.1
5490,EU809317.1
5491,EU810978.1
5492,EU810981.1
5493,EU810984.1
5494,EU810985.1
5495,EU810986.1
5496,EU810987.1
5497,EU810989.1
5498,EU810990.1
5499,EU810991.1
5500,EU810992.1
5501,EU810994.1
5502,EU810995.1
5503,EU810998.1
5504,EU810999.1
5505,EU811001.1
5506,EU811005.1
5507,EU811007.1
5508,EU813419.1
5509,EU814534.1
5510,EU814536.1
5511,EU814537.1
5512,EU814538.1
5513,EU814539.1
5514,EU814541.1
5515,EU814542.1
5516,EU814543.1
5517,EU814545.1
5518,EU814546.1
5519,EU814548.1
5520,EU814553.1
5521,EU814557.1
5522,EU814559.1
5523,EU814564.1
5524,EU814573.1
5525,EU814577.1
5526,EU814585.1
5527,EU814586.1
5528,EU814588.1
5529,EU822933.1
5530,EU834473.1
5531,EU834560.1
5532,EU834799.1
5533,EU838646.1
5534,EU838647.1
5535,EU840722.1
5536,EU844906.1
5537,EU845501.1
5538,EU861898.1
5539,EU869547.1
5540,EU869759.1
5541,EU872317.1
5542,EU873708.1
5543,EU876655.1
5544,EU878278.1
5545,EU878347.1
5546,EU878350.1
5547,EU878353.1
5548,EU878359.1
5549,EU879834.1
5550,EU888502.1
5551,EU889139.1
5552,EU910575.1
5553,EU912583.1
5554,EU914094.1
5555,EU915718.1
5556,EU928887.1
5557,EU928889.1
5558,EU930868.1
5559,EU931054.1
5560,EU931064.1
5561,EU931107.1
5562,EU935256.1
5563,EU935258.1
5564,EU935259.1
5565,EU935304.1
5566,EU977818.1
5567,EU978744.1
5568,EU978796.1
5569,EU978823.1
5570,EU979024.1
5571,EU979029.1
5572,EU979113.1
5573,EU982689.1
5574,EU982861.1
5575,EU988937.1
5576,EU990682.1
5577,EU993672.1
5578,EU993676.1
5579,EU994652.1
5580,EU994707.1
5581,EU996084.1
5582,FJ005069.1
5583,FJ006757.1
5584,FJ012148.1
5585,FJ031241.1
5586,FJ034155.1
5587,FJ036300.1
5588,FJ037195.1
5589,FJ160344.1
5590,FJ162324.1
5591,FJ162675.1
5592,FJ162708.1
5593,FJ162990.1
5594,FJ163645.1
5595,FJ172091.1
5596,FJ175036.1
5597,FJ183989.1
5598,FJ184605.1
5599,FJ184606.1
5600,FJ184607.1
5601,FJ184608.1
5602,FJ184609.1
5603,FJ184610.1
5604,FJ184611.1
5605,FJ184612.1
5606,FJ184613.1
5607,FJ184614.1
5608,FJ184615.1
5609,FJ184616.1
5610,FJ184617.1
5611,FJ184618.1
5612,FJ184619.1
5613,FJ184620.1
5614,FJ184621.1
5615,FJ184622.1
5616,FJ184623.1
5617,FJ184624.1
5618,FJ184625.1
5619,FJ184626.1
5620,FJ184627.1
5621,FJ184628.1
5622,FJ184629.1
5623,FJ184630.1
5624,FJ184631.1
5625,FJ184632.1
5626,FJ184633.1
5627,FJ184638.1
5628,FJ184639.1
5629,FJ184640.1
5630,FJ184641.1
5631,FJ184642.1
5632,FJ184643.1
5633,FJ184644.1
5634,FJ184645.1
5635,FJ184646.1
5636,FJ184647.1
5637,FJ184648.1
5638,FJ184649.1
5639,FJ184654.1
5640,FJ184655.1
5641,FJ184656.1
5642,FJ184657.1
5643,FJ184658.1
5644,FJ184659.1
5645,FJ184660.1
5646,FJ184661.1
5647,FJ184662.1
5648,FJ184663.1
5649,FJ184664.1
5650,FJ184665.1
5651,FJ184666.1
5652,FJ184667.1
5653,FJ184668.1
5654,FJ184669.1
5655,FJ184670.1
5656,FJ184671.1
5657,FJ184672.1
5658,FJ184673.1
5659,FJ184674.1
5660,FJ184675.1
5661,FJ184676.1
5662,FJ184677.1
5663,FJ184678.1
5664,FJ184679.1
5665,FJ184680.1
5666,FJ184681.1
5667,FJ184682.1
5668,FJ184683.1
5669,FJ184684.1
5670,FJ184685.1
5671,FJ184686.1
5672,FJ184687.1
5673,FJ184688.1
5674,FJ184689.1
5675,FJ184690.1
5676,FJ184691.1
5677,FJ184692.1
5678,FJ184693.1
5679,FJ184694.1
5680,FJ184695.1
5681,FJ184696.1
5682,FJ184697.1
5683,FJ184698.1
5684,FJ184699.1
5685,FJ184700.1
5686,FJ184701.1
5687,FJ184702.1
5688,FJ184703.1
5689,FJ184704.1
5690,FJ184705.1
5691,FJ184706.1
5692,FJ184707.1
5693,FJ184708.1
5694,FJ184709.1
5695,FJ184710.1
5696,FJ184711.1
5697,FJ184712.1
5698,FJ184713.1
5699,FJ184714.1
5700,FJ184715.1
5701,FJ184716.1
5702,FJ184717.1
5703,FJ184718.1
5704,FJ184719.1
5705,FJ184720.1
5706,FJ184721.1
5707,FJ184722.1
5708,FJ184723.1
5709,FJ184724.1
5710,FJ184725.1
5711,FJ184726.1
5712,FJ184727.1
5713,FJ184728.1
5714,FJ184729.1
5715,FJ184730.1
5716,FJ184731.1
5717,FJ184732.1
5718,FJ184733.1
5719,FJ184734.1
5720,FJ184735.1
5721,FJ184736.1
5722,FJ184737.1
5723,FJ184738.1
5724,FJ184739.1
5725,FJ184740.1
5726,FJ184741.1
5727,FJ184742.1
5728,FJ184743.1
5729,FJ184744.1
5730,FJ184745.1
5731,FJ184746.1
5732,FJ184747.1
5733,FJ184748.1
5734,FJ184750.1
5735,FJ184751.1
5736,FJ184752.1
5737,FJ184753.1
5738,FJ184754.1
5739,FJ189784.1
5740,FJ191323.1
5741,FJ191690.1
5742,FJ192358.1
5743,FJ193197.1
5744,FJ193612.1
5745,FJ193615.1
5746,FJ193619.1
5747,FJ193741.1
5748,FJ193750.1
5749,FJ193759.1
5750,FJ193784.1
5751,FJ193860.1
5752,FJ193870.1
5753,FJ193874.1
5754,FJ193898.1
5755,FJ193901.1
5756,FJ193903.1
5757,FJ193912.1
5758,FJ193942.1
5759,FJ193945.1
5760,FJ193950.1
5761,FJ193951.1
5762,FJ193987.1
5763,FJ195790.1
5764,FJ201775.1
5765,FJ201776.1
5766,FJ202176.1
5767,FJ204935.1
5768,FJ213498.1
5769,FJ216104.1
5770,FJ216157.1
5771,FJ216189.1
5772,FJ216200.1
5773,FJ216202.1
5774,FJ216219.1
5775,FJ216406.1
5776,FJ217239.1
5777,FJ222608.1
5778,FJ230796.1
5779,FJ232685.1
5780,FJ235641.1
5781,FJ235689.1
5782,FJ240964.1
5783,FJ241949.1
