genes	logFC	logCPM	F	PValue	FDR	-logP	Gene name	HIV?
ENSG00000086232	-0.7362438873785601	7.14376418918556	9.2778998621064	0.00393863750899073	0.0493269410792372	1.3069158156872287	EIF2AK1	False
ENSG00000163346	1.08639293244785	5.1469803814540995	9.27723108147836	0.003939818872070021	0.0493269410792372	1.3069158156872287	PBXIP1	False
ENSG00000247627	-1.2031287254658	6.618935881896349	9.268453402275819	0.00395535900016774	0.0493378636665753	1.3068196594248078	MTND4P12	False
ENSG00000196684	0.5924320893366011	4.56777691544851	9.264798365203301	0.00396184907382446	0.0493378636665753	1.3068196594248078	HSH2D	False
ENSG00000210184	-1.84937270726352	15.078888037709401	9.262153089685132	0.00396655320139955	0.0493378636665753	1.3068196594248078	MT-TS2	False
ENSG00000023318	0.703902864120869	4.36604937951233	9.260530069274141	0.00396944236930296	0.0493378636665753	1.3068196594248078	ERP44	False
ENSG00000178691	-0.5888127645501761	5.39242784029935	9.25955755745245	0.00397117462359775	0.0493378636665753	1.3068196594248078	SUZ12	False
ENSG00000111729	0.91565335010555	2.33292343967104	9.259454558396529	0.0039713581341478295	0.0493378636665753	1.3068196594248078	CLEC4A	False
ENSG00000196428	0.7870234802606558	4.138247174427081	9.25298295028043	0.003982906459466621	0.0494177327162356	1.3061171838917647	TSC22D2	False
ENSG00000168461	-0.825039852473381	7.27836905697549	9.226484409401632	0.004030564562913229	0.0499448520228516	1.301509269265565	RAB31	False
ENSG00000001167	0.765129036206886	3.8842124202575397	9.21558147467999	0.00405034885180581	0.0500847978351692	1.3002940748947927	NFYA	False
ENSG00000213672	-0.9505886947773481	2.08066619942042	9.21454483360309	0.00405223527496811	0.0500847978351692	1.3002940748947927	NCKIPSD	False
ENSG00000124193	-0.7019461644965149	6.15534508810707	9.20209426321926	0.00407496504530994	0.0502666522680472	1.2987200375872707	SRSF6	False
ENSG00000205542	-1.26519353273247	12.858774726810601	9.199069376014402	0.00408050765980843	0.0502666522680472	1.2987200375872707	TMSB4X	False
ENSG00000059378	0.612064675756429	4.05836193150522	9.19794455864457	0.00408257074258252	0.0502666522680472	1.2987200375872707	PARP12	False
ENSG00000102241	-1.02809016524915	5.75788659762655	9.194572929946231	0.00408876143889602	0.0502787441651762	1.2986155784193631	HTATSF1	False
ENSG00000154845	0.588780282970308	4.7787759812880095	9.191139559604538	0.00409507572597479	0.0502923231333774	1.2984983027226051	PPP4R1	False
ENSG00000107372	0.418766206558788	5.873342384021009	9.179544874263929	0.00411647593081767	0.0504863285890342	1.2968262104393447	ZFAND5	False
ENSG00000167100	-1.3560402705560202	4.42837337971744	9.17442321653935	0.00412596664439401	0.0504863285890342	1.2968262104393447	SAMD14	False
ENSG00000139370	1.06190551458415	3.53854418373963	9.174101776214538	0.00412656306399544	0.0504863285890342	1.2968262104393447	SLC15A4	False
ENSG00000210144	-1.6399257982810802	6.58238967870841	9.16913521970036	0.00413578993348936	0.0505351648455351	1.2964063132937715	MT-TY	False
ENSG00000005889	0.4279712853763879	4.49851791721954	9.15597570066841	0.00416034358798497	0.0507018141396754	1.294976501085697	ZFX	False
ENSG00000233614	-2.5958159879340403	3.09349412849896	9.1547093146599	0.00416271460821055	0.0507018141396754	1.294976501085697	DDX11L10	False
ENSG00000206341	1.24465141477342	4.72187042809636	9.15339023477907	0.00416518580884311	0.0507018141396754	1.294976501085697	HLA-H	False
ENSG00000113319	-1.0415614394809698	3.1602174112599504	9.14144897203165	0.00418762779033556	0.0509107947860317	1.2931901229883236	RASGRF2	False
ENSG00000113558	-0.616072234583003	7.752789965489111	9.13630156961945	0.00419734113696026	0.0509442360665508	1.2929049458302095	SKP1	False
ENSG00000141582	0.634425913743853	4.99582316571975	9.13203253400186	0.00420541508979848	0.0509442360665508	1.2929049458302095	CBX4	False
ENSG00000122966	-0.675759514259286	3.00222953640694	9.13161209911323	0.0042062111411002795	0.0509442360665508	1.2929049458302095	CIT	False
ENSG00000104093	0.558866486684917	4.9348635135737196	9.12226043053844	0.0042239589426932	0.0510950822980168	1.291620897000503	DMXL2	False
ENSG00000154589	0.911495516605523	2.50315635333812	9.116124274942312	0.00423564739578213	0.0511016163403143	1.2915653629459591	LY96	False
ENSG00000142347	0.576555409184172	7.37124195801976	9.11370239343114	0.00424027014881246	0.0511016163403143	1.2915653629459591	MYO1F	False
ENSG00000135114	1.03247046835952	4.596221907790469	9.11364452074226	0.00424038067839964	0.0511016163403143	1.2915653629459591	OASL	False
ENSG00000149781	-0.5245009952882771	6.702802632814371	9.10999281269094	0.00424736116404704	0.0511219168535487	1.291392870356084	FERMT3	False
ENSG00000049323	-0.988896731564077	5.9188779534087095	9.10630270075237	0.00425442743785934	0.05114319807927299	1.2912121182190588	LTBP1	False
ENSG00000023697	-0.912455244221825	3.77960523668786	9.087269438037369	0.0042910731005395605	0.0515195629844632	1.2880278295426755	DERA	False
ENSG00000087470	-0.6594337596671911	4.63743344427418	9.08358613365309	0.00429820331167199	0.0515410640590928	1.2878466197350125	DNM1L	False
ENSG00000210174	-1.61314442694271	12.3362503477856	9.07650527104574	0.00431194589020217	0.0516417043152873	1.2869994332818628	MT-TR	False
ENSG00000196792	-0.987182940518308	5.344278557477559	9.0684830091889	0.00432757184909936	0.0517646233697102	1.2859669414915573	STRN3	False
ENSG00000198478	-1.02680224948233	6.99971119581927	9.06376990922031	0.00433678012933519	0.0517908540917944	1.2857469268987922	SH3BGRL2	False
ENSG00000186088	-0.8747928325737941	5.20110595512417	9.06187137524604	0.00434049528232276	0.0517908540917944	1.2857469268987922	GSAP	False
ENSG00000124126	0.5599754135879731	7.282478309768701	9.05824627146191	0.00434759845589875	0.0518115653022106	1.2855732868512002	PREX1	False
ENSG00000219626	-0.9990534509018799	4.3012298209339	9.04961389939809	0.00436456273736701	0.0519495981551218	1.2844178074848243	FAM228B	False
ENSG00000125744	-0.9595247583587622	2.7156383475489996	9.043948437312599	0.004375734603960161	0.0520184311970782	1.2838427496550613	RTN2	False
ENSG00000102096	0.859080594124362	4.672055563968049	9.03795788101142	0.00438758051984199	0.0520950981033637	1.2832031397871337	PIM2	False
ENSG00000035928	-0.44984000401058205	4.790862196453889	9.03505155941963	0.00439333981812386	0.0520993971306506	1.283167302119796	RFC1	False
ENSG00000026950	0.7159282118817979	4.3248912517603095	9.02460827887942	0.0044141009375413395	0.0522813697547074	1.2816530425697235	BTN3A1	False
ENSG00000221963	0.576734385702894	5.986137827632801	9.014787030993359	0.00443372040139546	0.0524493909738607	1.2802595503346226	APOL6	False
ENSG00000035403	-1.0243704736821602	8.51743718177721	9.005067322992518	0.00445322808695084	0.0525885896541117	1.2791084761469917	VCL	False
ENSG00000185236	-0.35660210404912107	5.31920422120612	9.00326438610692	0.00445685662075264	0.0525885896541117	1.2791084761469917	RAB11B	False
ENSG00000111144	0.673178613351147	5.25442950069388	9.000795242290948	0.00446183102939164	0.0525885896541117	1.2791084761469917	LTA4H	False
ENSG00000199290	-1.28596119624897	4.58893650097472	8.991953136274589	0.0044796929402698	0.0527257031155713	1.2779776200820423	RF00019	False
ENSG00000197903	-0.6813773126116569	5.550115076201201	8.98571677960452	0.00449233657751009	0.0527257031155713	1.2779776200820423	HIST1H2BK	False
ENSG00000169224	-1.50109144261638	3.1009476334866695	8.98402187106527	0.00449577938432377	0.0527257031155713	1.2779776200820423	GCSAML	False
ENSG00000169180	0.658902533444812	5.81716328392032	8.98014835199276	0.00450365803314303	0.0527257031155713	1.2779776200820423	XPO6	False
ENSG00000135315	-1.06543535219076	4.92758089721182	8.9784217407996	0.00450717463738659	0.0527257031155713	1.2779776200820423	CEP162	False
ENSG00000197498	-0.7832188946748571	2.1131330379835003	8.974326871210382	0.00451552634201089	0.0527257031155713	1.2779776200820423	RPF2	False
ENSG00000125538	1.96800753684872	4.68474791642938	8.974272703884198	0.00451563692907884	0.0527257031155713	1.2779776200820423	IL1B	False
ENSG00000155008	-0.8197019968977509	2.7074060473826895	8.970982392382131	0.00452235976066144	0.0527257031155713	1.2779776200820423	APOOL	False
ENSG00000100387	-0.878268453132083	5.45081754407842	8.970853542837462	0.004522623244555371	0.0527257031155713	1.2779776200820423	RBX1	False
ENSG00000115165	0.5028846020309571	6.43650360750424	8.958276805839539	0.0045484198748159295	0.0529624813650159	1.2760316757985477	CYTIP	False
ENSG00000151838	-1.4704267253184098	5.45947184767856	8.94953097991142	0.0045664507368436205	0.0531083722442788	1.2748370093728232	CCDC175	False
ENSG00000128335	0.733353991686746	4.7003273635563305	8.94665961454591	0.0045723870143659796	0.0531090850249568	1.2748311806376373	APOL2	False
ENSG00000113522	-0.5785172126913629	4.75263030757463	8.94291847993147	0.00458013373939156	0.0531090850249568	1.2748311806376373	RAD50	False
ENSG00000189067	0.6760253167248829	6.59621034158013	8.93643769900142	0.0045935863805425	0.0531090850249568	1.2748311806376373	LITAF	False
ENSG00000163961	-0.646025429160027	6.3404447350633	8.93577115651415	0.0045949723473586	0.0531090850249568	1.2748311806376373	RNF168	False
ENSG00000108639	1.0096142298674	3.91395254088741	8.93174742433899	0.00460334847020936	0.0531090850249568	1.2748311806376373	SYNGR2	False
ENSG00000047597	-0.891234969410331	4.82388100773311	8.93118144126234	0.00460452796440335	0.0531090850249568	1.2748311806376373	XK	False
ENSG00000162441	-0.7107550189084129	5.11017288026427	8.928540601376039	0.00461003564542555	0.0531090850249568	1.2748311806376373	LZIC	False
ENSG00000151148	-0.5659263441188299	3.8891744014312595	8.926383761309811	0.00461453909018325	0.0531090850249568	1.2748311806376373	UBE3B	False
ENSG00000121966	1.36513942532386	5.12780481059714	8.92567096616201	0.0046160284197595295	0.0531090850249568	1.2748311806376373	CXCR4	True
ENSG00000235568	0.99725057863884	4.60413810537375	8.92225065545271	0.004623181986732739	0.0531280663308704	1.2746759905482927	NFAM1	False
ENSG00000136869	0.820262558149703	4.1540294158700295	8.91810444473982	0.00463186954059102	0.0531646096020513	1.2743773708830985	TLR4	False
ENSG00000187764	-0.884347392193231	7.23674761741399	8.90239459238034	0.00466494380990351	0.0534416950242693	1.2721197756819764	SEMA4D	False
ENSG00000198189	0.860036066548247	4.11828153216753	8.90138273691607	0.00466708265880649	0.0534416950242693	1.2721197756819764	HSD17B11	False
ENSG00000265972	0.4712012808345179	8.35438516144411	8.89036774576633	0.00469043343552367	0.0536454430724052	1.2704671634009546	TXNIP	False
ENSG00000210077	-1.6189895171618403	15.2174804549335	8.887078925170929	0.004697429435377071	0.0536618773250827	1.2703341378947466	MT-TV	False
ENSG00000244041	-1.1090193062979	4.09059277821081	8.875569487556241	0.0047219996594578895	0.0538170629674404	1.2690800072753299	LINC01011	False
ENSG00000130522	0.688254003216486	7.27948969340032	8.87391971308218	0.00472553273613387	0.0538170629674404	1.2690800072753299	JUND	False
ENSG00000174891	-0.6842726261018139	5.5752388851900605	8.872889925567131	0.00472773950029934	0.0538170629674404	1.2690800072753299	RSRC1	False
ENSG00000087206	-0.8177261341894201	6.620757966785411	8.868003730246881	0.0047382251916183	0.0538728949054081	1.2686296866470226	UIMC1	False
ENSG00000164924	-0.7223140424179358	9.302971768305019	8.85829196200158	0.0047591397963304295	0.0539878082088305	1.2677043036110385	YWHAZ	False
ENSG00000153266	-2.0752286835595397	3.20148369147185	8.852386153089132	0.00477190601095503	0.0539878082088305	1.2677043036110385	FEZF2	False
ENSG00000106772	-2.04920270625345	3.9013038866407	8.852316630941841	0.00477205650875592	0.0539878082088305	1.2677043036110385	PRUNE2	False
ENSG00000111052	1.50895960316529	2.08552414225894	8.85195886849542	0.00477283105326462	0.0539878082088305	1.2677043036110385	LIN7A	False
ENSG00000136169	-0.7954103848821279	4.2671960149062595	8.849138305402251	0.00477894215649169	0.0539878082088305	1.2677043036110385	SETDB2	False
ENSG00000051382	-0.7263703750340709	5.13745368916253	8.84526825001183	0.00478734062778034	0.0539878082088305	1.2677043036110385	PIK3CB	False
ENSG00000132661	1.51544686738678	2.5648221936493703	8.84403298046146	0.00479002460197656	0.0539878082088305	1.2677043036110385	NXT1	False
ENSG00000117151	1.17520927936712	3.15756787235958	8.84263002338037	0.0047930748611797105	0.0539878082088305	1.2677043036110385	CTBS	False
ENSG00000171777	0.851551861010298	4.03923074487555	8.83653179028488	0.00480635738656599	0.0540743215064354	1.2670089211326945	RASGRP4	False
ENSG00000153064	-0.549899803593807	6.61346458764922	8.822773098956699	0.00483646875953517	0.054349747305929	1.2648024707846004	BANK1	False
ENSG00000077238	1.07427196104406	4.3597462524480095	8.81087903349029	0.00486266063277658	0.0545805384746422	1.2629621840305016	IL4R	True
ENSG00000138182	-0.7767125220927	5.264794782041441	8.804293390957811	0.004877227541094579	0.0546804616192636	1.2621678277206623	KIF20B	False
ENSG00000133805	0.746075050173759	3.2048555849134397	8.78499602386933	0.00492017897597071	0.0550980135209342	1.2588640587244129	AMPD3	False
ENSG00000138722	-1.21394028461218	5.101542350393781	8.78133283215174	0.00492837761194096	0.0551258737984543	1.2586445134816675	MMRN1	False
ENSG00000140830	-0.9666385729918991	3.31725084235421	8.7753589376413	0.004941778971031929	0.0551760552360292	1.2582493522523563	TXNL4B	False
ENSG00000120306	1.2057463548421399	2.62313511154827	8.77423891423122	0.0049442958436926605	0.0551760552360292	1.2582493522523563	CYSTM1	False
ENSG00000100612	0.596218884273699	3.39407514065571	8.752930316572309	0.00499243968013778	0.0555889651690181	1.2550114106091874	DHRS7	False
ENSG00000171492	-0.708142320893654	4.3583155311469195	8.75276553078964	0.00499281392329211	0.0555889651690181	1.2550114106091874	LRRC8D	False
ENSG00000131042	0.779293982530951	5.1968938700816105	8.74805497031086	0.00500352462268583	0.0556440359248691	1.2545813776675372	LILRB2	False
ENSG00000168067	-0.47512985949519204	4.45103611870595	8.73338885522376	0.00503702830863805	0.0559288119395702	1.2523644060171653	MAP4K2	False
ENSG00000103381	0.8436313831668091	5.49604801604149	8.730695871034241	0.00504320606467703	0.0559288119395702	1.2523644060171653	CPPED1	False
ENSG00000065485	-1.49170005495902	2.97196991963866	8.72784453881458	0.0050497558382779605	0.0559288119395702	1.2523644060171653	PDIA5	False
ENSG00000165480	-0.948464469314039	4.90209390194148	8.72673479142848	0.00505230747035173	0.0559288119395702	1.2523644060171653	SKA3	False
ENSG00000106049	-0.8097152846720951	2.18103941036703	8.71072122862417	0.00508928002199232	0.0562537232600607	1.2498487276559591	HIBADH	False
ENSG00000134250	0.922528497184152	5.30944601298007	8.70788679349989	0.00509585409812654	0.0562537232600607	1.2498487276559591	NOTCH2	False
ENSG00000143952	-0.702747107137735	3.80766253680179	8.70379125720171	0.00510536904539981	0.0562537232600607	1.2498487276559591	VPS54	False
ENSG00000241163	1.1688918651836	2.08528294177503	8.69873887248796	0.00511713297259964	0.0562537232600607	1.2498487276559591	LINC00877	False
ENSG00000163931	0.585654197212355	6.835527256653039	8.69860456844876	0.005117446077156871	0.0562537232600607	1.2498487276559591	TKT	True
ENSG00000248923	-1.1475563510753302	3.9408820075372404	8.69297565447689	0.0051305871298929105	0.0562537232600607	1.2498487276559591	MTND5P11	False
ENSG00000213903	1.3651810483445201	2.1451315695476603	8.692135160885309	0.00513255238580525	0.0562537232600607	1.2498487276559591	LTB4R	False
ENSG00000077684	0.508898903798962	4.27251746053548	8.69186711713774	0.00513317929810163	0.0562537232600607	1.2498487276559591	JADE1	False
ENSG00000134851	-0.9850351577520781	5.5969528653289995	8.691470738174889	0.0051341065152919795	0.0562537232600607	1.2498487276559591	TMEM165	False
ENSG00000102265	-1.03616159959683	7.01000748660747	8.68453823169081	0.00515035193828995	0.056323353244463	1.2493114971149644	TIMP1	False
ENSG00000087460	-0.585146548585934	8.79858009353456	8.68378043588489	0.00515213103852282	0.056323353244463	1.2493114971149644	GNAS	False
ENSG00000240344	-0.9332959244278299	1.87023243450492	8.66549189716327	0.00519526601134821	0.0567306592845523	1.2461821693353625	PPIL3	False
ENSG00000122862	1.23810106186552	7.71609874586766	8.65465475423233	0.00522100699284966	0.0569473226011048	1.244526689616485	SRGN	False
ENSG00000158411	-0.79103303024233	5.44705861384773	8.64059814501192	0.00525459686503768	0.0572490107654726	1.2422320133166043	MITD1	False
ENSG00000134326	0.8903196617284471	4.4220324570403395	8.63350497742401	0.005271633806472839	0.0573450634858875	1.2415039621239068	CMPK2	False
ENSG00000198087	-0.549753265143845	5.34624320438283	8.63198412024289	0.00527529435154543	0.0573450634858875	1.2415039621239068	CD2AP	False
ENSG00000198168	-0.83805313076303	5.61956632845539	8.62053928170669	0.00530292758471045	0.0575806073961867	1.2397237582245066	SVIP	False
ENSG00000071794	-0.849873378761597	2.68591002259232	8.61436295692733	0.00531790393885055	0.05765001766491099	1.2392005552943093	HLTF	False
ENSG00000126705	-1.22964155331246	3.62301792617957	8.61297960118013	0.00532126445037146	0.05765001766491099	1.2392005552943093	AHDC1	False
ENSG00000132964	-0.870402822422481	3.60757961299775	8.59483231019112	0.005365558045531679	0.0580647217640328	1.2360876506833975	CDK8	False
ENSG00000141027	-0.425516414436632	7.1777786968063495	8.57255454812878	0.0054204690346787605	0.0585932671800157	1.2321522849129167	NCOR1	False
ENSG00000125826	0.580600507158441	4.59938549513362	8.566976106406901	0.0054343121563758395	0.0586749756348928	1.231547082072511	RBCK1	False
ENSG00000143382	1.12540440774412	2.3267085079036405	8.564614158022911	0.005440184729434279	0.0586749756348928	1.231547082072511	ADAMTSL4	False
ENSG00000088053	-1.18067377281217	2.39380197248777	8.549971960576151	0.0054767406735117	0.0590033233497862	1.2291235261235223	GP6	False
ENSG00000108582	1.42747360855212	4.4599211381089905	8.54463298914335	0.00549013484165583	0.059056116006204	1.2287351190461968	CPD	False
ENSG00000109103	0.625536297976202	4.025067257927221	8.54314392386507	0.00549387674024357	0.059056116006204	1.2287351190461968	UNC119	False
ENSG00000145901	0.54025959042235	6.972138431859389	8.53520322132807	0.0055138768459887895	0.0592051759669964	1.2276403237561007	TNIP1	False
ENSG00000085733	-0.7667252645849849	6.01494163530804	8.53219874145834	0.00552146432117222	0.0592207723247505	1.227525933079948	CTTN	False
ENSG00000152778	0.874957422451759	4.3236585204188405	8.52602635622962	0.005537086786754479	0.0593224181493241	1.2267811542130547	IFIT5	False
ENSG00000160712	0.9290123325575942	3.6570874212948703	8.49863976256284	0.00560697122440199	0.0600045379480625	1.2218159040950562	IL6R	False
ENSG00000165475	-0.90361629527214	2.2916470616640097	8.49461452372058	0.00561732141735629	0.060048730500266004	1.2214961696525348	CRYL1	False
ENSG00000271900	-2.032452438654	2.95054211341197	8.48486428334931	0.00564247662658761	0.0602466499332696	1.2200670973994872	AC025627.4	False
ENSG00000040341	-0.792152475468587	5.262193353271599	8.48260657034704	0.00564831846986522	0.0602466499332696	1.2200670973994872	STAU2	False
ENSG00000205309	-0.9937426913867271	2.3656843758062798	8.47332108484552	0.00567241232144861	0.0603940472476476	1.2190058655991056	NT5M	False
ENSG00000132824	-0.7617570375238021	5.70255387462832	8.47246066100629	0.005674650456191479	0.0603940472476476	1.2190058655991056	SERINC3	False
ENSG00000112031	-0.767784781629007	3.57346741195884	8.46725443197637	0.0056882129201983106	0.0604642373794927	1.2185014204058675	MTRF1L	False
ENSG00000101084	0.8373595507901039	3.5260451682142	8.465123850357338	0.00569377310452282	0.0604642373794927	1.2185014204058675	C20orf24	False
ENSG00000197956	0.652530431957241	6.96021892120942	8.46070643045309	0.00570531965396282	0.0605202754062672	1.2180991043244958	S100A6	False
ENSG00000210151	-1.9745107996754598	6.9261923003967905	8.442504921883941	0.0057531589581377	0.060960750189795	1.2149496971592095	MT-TS1	False
ENSG00000163694	0.759722833320934	4.863624410852809	8.43044407012059	0.0057850932225501795	0.0612128354387961	1.213157503086954	RBM47	False
ENSG00000185825	-0.908440336983998	4.82421439850763	8.427460201875009	0.00579302280884862	0.0612128354387961	1.213157503086954	BCAP31	False
ENSG00000136279	0.312043583476677	6.26972004236154	8.42539902251602	0.00579850710355016	0.0612128354387961	1.213157503086954	DBNL	False
ENSG00000100055	0.6019273279214139	5.853892740614589	8.423969194803599	0.00580231476499517	0.0612128354387961	1.213157503086954	CYTH4	False
ENSG00000166855	-0.393535557025222	4.25166493056037	8.420899818084509	0.00581049755205885	0.0612322411244804	1.2130198449218834	CLPX	False
ENSG00000103121	-0.885384424300614	3.88716956872002	8.404461691332031	0.0058545297684645895	0.0615598661212121	1.2107023333318203	CMC2	False
ENSG00000198752	-0.5280556551560499	4.81046730638117	8.403018267238881	0.00585841310717627	0.0615598661212121	1.2107023333318203	CDC42BPB	False
ENSG00000039319	0.8042167574118059	2.9552294394743197	8.402161791607268	0.00586071863310825	0.0615598661212121	1.2107023333318203	ZFYVE16	False
ENSG00000184922	0.545497357064757	7.1854008444119595	8.39030695988054	0.00589272954268414	0.061788024319669996	1.2090956911874762	FMNL1	False
ENSG00000197969	-0.944504988971986	6.144803373418419	8.38937942405488	0.0058952419349856	0.061788024319669996	1.2090956911874762	VPS13A	False
ENSG00000179588	-1.8801438464356799	6.45339749963996	8.385945188407769	0.0059045540699560395	0.0618185037280756	1.208881510927589	ZFPM1	False
ENSG00000130956	-0.736221712038188	3.86906853925259	8.383330977882219	0.005911653130987971	0.061825772127223	1.2088304511332912	HABP4	False
ENSG00000086062	0.8880721989000949	4.84549441081212	8.37945674692965	0.00592219053935714	0.0618689451043447	1.2085272888493668	B4GALT1	False
ENSG00000116288	-0.571308465292617	5.413105272471889	8.37233552593549	0.00594161141691912	0.0619090083856697	1.2082461521505703	PARK7	False
ENSG00000169704	-0.8816245277455961	4.4238844982288095	8.371289042336901	0.00594447106631253	0.0619090083856697	1.2082461521505703	GP9	False
ENSG00000142875	-0.7606322519886971	6.735713835974869	8.37099830568592	0.005945265800633571	0.0619090083856697	1.2082461521505703	PRKACB	False
ENSG00000138346	-0.988215998755156	3.57442654019183	8.36573613235226	0.005959669579240479	0.0619741307683203	1.2077895558093439	DNA2	False
ENSG00000101605	-1.1890745289420301	3.0723556177744196	8.36146234621655	0.00597139519325104	0.0619741307683203	1.2077895558093439	MYOM1	False
ENSG00000101596	0.6158954781232221	7.221064484597241	8.35966276324656	0.00597633988187738	0.0619741307683203	1.2077895558093439	SMCHD1	False
ENSG00000140199	0.713000861152418	4.3920334380201105	8.35934973489821	0.00597720042943191	0.0619741307683203	1.2077895558093439	SLC12A6	False
ENSG00000138376	-0.8971642196562131	5.04728174033337	8.35027391184686	0.00600220813455013	0.0621666471274811	1.2064425550751459	BARD1	False
ENSG00000106070	-0.774088126332141	2.9257141671090094	8.34788802288871	0.00600880069436349	0.0621682241186397	1.2064315383981452	GRB10	False
ENSG00000185262	0.751642285884632	6.51819052438192	8.34323147476745	0.00602168958429741	0.0622348710462772	1.2059662059940033	UBALD2	False
ENSG00000152518	0.525202382493806	6.18687609584302	8.33690738232433	0.00603924113047998	0.06231758094712501	1.2053894135143364	ZFP36L2	False
ENSG00000117984	0.889754047690645	5.09722722087328	8.33569794174651	0.00604260393313053	0.06231758094712501	1.2053894135143364	CTSD	True
ENSG00000134108	-0.694129139655146	5.07883203734567	8.3317428190127	0.00605361489513134	0.0623645086261503	1.2050624951400721	ARL8B	False
ENSG00000153815	-0.53184114904053	6.360534951372941	8.32894916881332	0.0060614051911502	0.0623678851288526	1.2050389824590764	CMIP	False
ENSG00000145819	0.5842681320941221	5.4672319456647305	8.32527099190575	0.006071678300440871	0.0623678851288526	1.2050389824590764	ARHGAP26	False
ENSG00000109743	1.5564352579878602	2.37096810762681	8.32468180889316	0.0060733256004476795	0.0623678851288526	1.2050389824590764	BST1	False
ENSG00000132530	0.849982929175378	6.321613347197091	8.309797737244	0.00611509795687359	0.0627089727521348	1.2026703134286598	XAF1	False
ENSG00000165168	0.595274680811259	5.99409111783353	8.3082238060647	0.00611953302937024	0.0627089727521348	1.2026703134286598	CYBB	False
ENSG00000108846	-0.806153788014943	4.13873934058765	8.297596489322268	0.00614956859936649	0.0629499318024229	1.2010047360540925	ABCC3	False
ENSG00000138185	0.826580485725423	3.6729187954520697	8.291204469235751	0.00616770951908548	0.06297411230783001	1.2008379456643585	ENTPD1	False
ENSG00000146416	-1.11209962569901	3.51303077772461	8.29061135545383	0.00616939569040915	0.06297411230783001	1.2008379456643585	AIG1	False
ENSG00000135338	-1.38928457969578	2.54521348227014	8.28987064684996	0.0061715021488871	0.06297411230783001	1.2008379456643585	LCA5	False
ENSG00000186432	0.413236775012681	4.8466850983493295	8.283320107203961	0.006190164147012229	0.0630978400328502	1.1999855072831231	KPNA4	False
ENSG00000210196	-1.4952542872376102	9.17375570346302	8.27992342023818	0.006199864652748571	0.0631300564271961	1.1997638224893903	MT-TP	False
ENSG00000104231	-1.12909250286008	5.066700630100169	8.27442245482289	0.00621560898707383	0.0632236812984444	1.1991202202798248	ZFAND1	False
ENSG00000186594	1.61094002876728	3.95226295195324	8.26430004074219	0.00624469150588781	0.0634122095033827	1.1978271142092034	MIR22HG	False
ENSG00000108654	0.450721259617553	8.16871218295642	8.261382820834541	0.0062530997299561205	0.0634122095033827	1.1978271142092034	DDX5	False
ENSG00000068024	0.561995573411681	3.9872728910058397	8.26112238095361	0.00625385097350257	0.0634122095033827	1.1978271142092034	HDAC4	False
ENSG00000264538	-0.835087953806744	4.0376653707034595	8.25712840580017	0.00626538368748157	0.0634624855564109	1.1974829224295171	SUZ12P1	False
ENSG00000165244	-1.02257795363993	2.98093299098041	8.2542546330273	0.0062736957651586	0.0634640008817411	1.197472552687981	ZNF367	False
ENSG00000090447	-0.7952454044226591	2.18505190396205	8.25253253497437	0.00627868236217371	0.0634640008817411	1.197472552687981	TFAP4	False
ENSG00000223551	-1.45681484818353	4.0911071715316405	8.24955642281814	0.00628731007942838	0.0634847324233495	1.1973307065432026	TMSB4XP4	False
ENSG00000127328	-0.637446946771423	3.7195057129132794	8.245150749849941	0.00630010521462792	0.0635046551743867	1.1971944378191075	RAB3IP	False
ENSG00000176597	1.50578104384694	2.35438204660458	8.244347627207361	0.0063024406564863205	0.0635046551743867	1.1971944378191075	B3GNT5	False
ENSG00000156831	-0.8711605920423359	2.3129768705693503	8.23991691352552	0.00631534150663914	0.0635682915157327	1.1967594606673964	NSMCE2	False
ENSG00000131725	-0.970961291706423	6.0717541413332805	8.229433334339209	0.006345978290090821	0.0638101337856736	1.1951103448256748	WDR44	False
ENSG00000185947	0.488921828289022	4.7416413431137405	8.22188801376537	0.0063681261518953106	0.0639153215959076	1.1943950215451375	ZNF267	False
ENSG00000124256	0.7052941427424342	3.834717076748	8.21791916887493	0.00637980890055515	0.0639153215959076	1.1943950215451375	ZBP1	False
ENSG00000167641	-0.7256189895878009	4.22163697903593	8.21754688491749	0.00638090592882996	0.0639153215959076	1.1943950215451375	PPP1R14A	False
ENSG00000115290	-1.6795858360966498	3.0728047405003798	8.216862053173	0.00638292448134828	0.0639153215959076	1.1943950215451375	GRB14	False
ENSG00000156931	-0.768411274609471	5.020816022351929	8.21415357379342	0.00639091441941604	0.0639290123218892	1.1943020051933357	VPS8	False
ENSG00000003147	-1.01479163198576	3.68903547436881	8.20764332921454	0.0064101629697968605	0.0640551792416657	1.1934457492114396	ICA1	False
ENSG00000205269	0.7575115177354029	3.4107927117566605	8.202480246511769	0.00642547223243082	0.0640887373721297	1.1932182844733266	TMEM170B	False
ENSG00000127920	-0.9707555074063019	7.864525193320531	8.19953477754294	0.00643422336339592	0.0640887373721297	1.1932182844733266	GNG11	False
ENSG00000143119	0.5234580852962489	5.27267914212192	8.19814940297047	0.0064383437575368605	0.0640887373721297	1.1932182844733266	CD53	False
ENSG00000251022	1.1725027329484299	2.8131341653692	8.197566510469331	0.006440078240025461	0.0640887373721297	1.1932182844733266	THAP9-AS1	False
ENSG00000145332	-0.672892698955892	4.45419187341173	8.19434449447149	0.006449674786962171	0.0640997501029293	1.1931436636033417	KLHL8	False
