index,SAMPLE_100008_1,SAMPLE_100008_2,SAMPLE_100008_3,SAMPLE_100137_1,SAMPLE_100137_2,SAMPLE_100137_3,SAMPLE_100177_1,SAMPLE_100177_2,SAMPLE_100177_3,SAMPLE_100200_1,SAMPLE_100200_2,SAMPLE_100200_3,SAMPLE_100206_1,SAMPLE_100206_2,SAMPLE_100206_3,SAMPLE_100217_1,SAMPLE_100217_2,SAMPLE_100217_3,SAMPLE_100248_1,SAMPLE_100248_2,SAMPLE_100248_3,SAMPLE_100255_1,SAMPLE_100255_2,SAMPLE_100255_3,SAMPLE_100256_1,SAMPLE_100256_2,SAMPLE_100256_3,SAMPLE_100257_1,SAMPLE_100257_2,SAMPLE_100257_3,SAMPLE_100261_1,SAMPLE_100261_2,SAMPLE_100261_3,SAMPLE_100267_1,SAMPLE_100267_2,SAMPLE_100267_3,SAMPLE_100306_1,SAMPLE_100306_2,SAMPLE_100306_3,SAMPLE_100337_1,SAMPLE_100337_2,SAMPLE_100337_3
903,290.0,128.0,1127.0,76.0,279,1028,2165.0,164.0,931.0,425.0,452,7080,2055,6.0,1037,729,44.0,1218.0,112.0,514.0,14.0,1072.0,3.0,268.0,4299.0,1.0,291.0,58.0,491.0,1401,7305.0,641,876,4.0,711.0,56.0,1293,161.0,259.0,1274.0,2535.0,5061.0
904,289.0,131.0,1139.0,78.0,277,1037,2169.0,166.0,900.0,422.0,447,7030,1936,6.0,1015,728,45.0,1217.0,113.0,514.0,14.0,1067.0,3.0,268.0,4314.0,1.0,293.0,58.0,493.0,1401,7180.0,651,877,4.0,708.0,57.0,1295,161.0,258.0,1282.0,2540.0,5075.0
905,286.0,131.0,1152.0,77.0,276,1054,2162.0,164.0,887.0,404.0,446,7026,1977,6.0,1037,732,44.0,1209.0,112.0,510.0,14.0,1073.0,3.0,271.0,4328.0,1.0,292.0,58.0,492.0,1410,7191.0,648,882,4.0,709.0,58.0,1310,161.0,259.0,1279.0,2545.0,5133.0
906,284.0,128.0,1154.0,78.0,274,1051,2165.0,164.0,883.0,412.0,445,7016,1974,6.0,1036,744,45.0,1216.0,111.0,511.0,14.0,1072.0,3.0,271.0,4326.0,1.0,291.0,57.0,494.0,1395,7117.0,651,876,4.0,705.0,57.0,1307,148.0,261.0,1282.0,2532.0,5143.0
907,281.0,128.0,1172.0,77.0,271,1055,2178.0,163.0,881.0,411.0,450,6995,1971,6.0,1038,741,45.0,1219.0,112.0,518.0,14.0,1069.0,3.0,269.0,4341.0,1.0,290.0,57.0,490.0,1396,7098.0,658,879,4.0,703.0,56.0,1301,148.0,257.0,1272.0,2529.0,5162.0
908,288.0,129.0,1182.0,76.0,268,1058,2165.0,167.0,881.0,408.0,433,6736,1814,6.0,1019,753,45.0,1221.0,113.0,514.0,14.0,1067.0,3.0,271.0,4323.0,1.0,293.0,58.0,471.0,1389,7037.0,632,878,4.0,711.0,55.0,1309,149.0,258.0,1262.0,2454.0,5176.0
909,285.0,133.0,1184.0,77.0,268,1065,2158.0,163.0,880.0,422.0,443,6807,1852,6.0,1065,760,45.0,1227.0,113.0,512.0,14.0,1059.0,3.0,270.0,4295.0,1.0,291.0,58.0,480.0,1393,7063.0,636,881,4.0,709.0,57.0,1316,156.0,266.0,1258.0,2495.0,5193.0
910,287.0,130.0,1182.0,75.0,269,1066,2160.0,165.0,885.0,425.0,451,6882,1854,6.0,1071,761,45.0,1227.0,112.0,511.0,14.0,1114.0,3.0,271.0,4303.0,1.0,289.0,58.0,475.0,1389,7053.0,633,876,4.0,713.0,57.0,1322,158.0,265.0,1254.0,2524.0,5195.0
911,303.0,137.0,1168.0,77.0,275,1072,2172.0,168.0,881.0,421.0,452,6925,1872,6.0,1081,764,45.0,1232.0,113.0,511.0,14.0,1119.0,3.0,270.0,4305.0,1.0,292.0,58.0,482.0,1389,7147.0,635,884,4.0,709.0,57.0,1312,170.0,267.0,1251.0,2539.0,5233.0
912,300.0,137.0,1175.0,77.0,273,1073,2175.0,165.0,887.0,459.0,457,7011,1819,6.0,1099,766,45.0,1231.0,112.0,513.0,14.0,1131.0,3.0,273.0,4238.0,1.0,292.0,59.0,477.0,1334,7082.0,633,880,4.0,707.0,57.0,1313,170.0,262.0,1251.0,2553.0,5262.0
913,302.0,135.0,1173.0,76.0,271,1082,2146.0,167.0,880.0,461.0,447,6969,1796,6.0,1083,765,44.0,1227.0,111.0,506.0,14.0,1129.0,3.0,267.0,4225.0,1.0,292.0,59.0,481.0,1337,7039.0,633,881,4.0,706.0,58.0,1316,170.0,267.0,1257.0,2598.0,5265.0
914,314.0,150.0,1177.0,77.0,276,1099,2169.0,168.0,896.0,471.0,454,6942,1795,6.0,1073,767,45.0,1240.0,112.0,520.0,14.0,1144.0,3.0,273.0,4246.0,1.0,293.0,56.0,479.0,1340,7032.0,639,881,4.0,711.0,58.0,1328,170.0,268.0,1266.0,2616.0,5299.0
915,305.0,152.0,1195.0,76.0,280,1094,2184.0,175.0,893.0,469.0,454,6910,1784,6.0,1068,759,45.0,1234.0,111.0,535.0,14.0,1145.0,3.0,271.0,4237.0,1.0,290.0,56.0,481.0,1334,6887.0,644,879,4.0,722.0,57.0,1330,170.0,268.0,1264.0,2615.0,5271.0
916,310.0,152.0,1190.0,74.0,276,1094,2186.0,176.0,887.0,448.0,449,6913,1793,6.0,1075,765,44.0,1263.0,109.0,540.0,14.0,1148.0,3.0,272.0,4254.0,1.0,292.0,56.0,480.0,1337,6872.0,636,874,4.0,726.0,58.0,1313,166.0,264.0,1239.0,2586.0,5222.0
917,319.0,156.0,1213.0,76.0,281,1101,2200.0,176.0,895.0,471.0,453,6938,1998,6.0,1145,778,44.0,1295.0,109.0,548.0,14.0,1161.0,3.0,273.0,4255.0,1.0,293.0,55.0,480.0,1314,7150.0,678,893,4.0,734.0,58.0,1329,170.0,265.0,1269.0,2619.0,5286.0
918,324.0,155.0,1209.0,77.0,279,1101,2197.0,176.0,890.0,469.0,450,7013,2088,6.0,1191,773,44.0,1289.0,109.0,549.0,14.0,1153.0,3.0,271.0,4260.0,2.0,291.0,59.0,475.0,1311,7149.0,680,899,3.0,752.0,58.0,1336,162.0,266.0,1211.0,2611.0,5270.0
919,328.0,157.0,1232.0,76.0,286,1106,2194.0,179.0,893.0,467.0,452,7212,2102,7.0,1206,782,43.0,1291.0,109.0,554.0,14.0,1158.0,3.0,272.0,4254.0,2.0,291.0,59.0,479.0,1349,7408.0,684,924,4.0,757.0,58.0,1322,163.0,266.0,1211.0,2614.0,5289.0
920,336.0,156.0,1239.0,77.0,285,1102,2190.0,178.0,889.0,471.0,454,7346,2166,7.0,1222,787,45.0,1309.0,109.0,559.0,14.0,1179.0,3.0,272.0,4220.0,2.0,291.0,59.0,482.0,1413,7531.0,690,925,4.0,760.0,57.0,1310,155.0,269.0,1209.0,2611.0,5282.0
921,336.0,159.0,1278.0,78.0,288,1103,2184.0,179.0,890.0,470.0,461,7450,2196,7.0,1259,787,46.0,1315.0,109.0,556.0,14.0,1177.0,3.0,272.0,4200.0,2.0,206.0,59.0,478.0,1411,7597.0,693,935,4.0,754.0,57.0,1296,156.0,269.0,1211.0,2620.0,5280.0
922,335.0,159.0,1277.0,76.0,289,1105,2198.0,178.0,919.0,471.0,463,7492,2190,7.0,1259,790,46.0,1316.0,113.0,567.0,14.0,1181.0,3.0,273.0,4161.0,2.0,209.0,58.0,504.0,1409,7710.0,689,930,4.0,759.0,58.0,1274,163.0,252.0,1209.0,2610.0,5277.0
923,328.0,158.0,1269.0,77.0,286,1095,2196.0,181.0,928.0,462.0,462,7395,2212,5.0,1286,780,47.0,1316.0,122.0,571.0,14.0,1167.0,3.0,270.0,3826.0,2.0,175.0,58.0,503.0,1408,7687.0,681,930,4.0,749.0,58.0,1125,114.0,217.0,1211.0,2610.0,5288.0
924,333.0,158.0,1286.0,77.0,288,1102,2229.0,181.0,934.0,467.0,464,7516,2210,5.0,1283,786,47.0,1320.0,124.0,577.0,14.0,1181.0,2.0,271.0,3679.0,2.0,156.0,58.0,510.0,1413,7800.0,690,935,4.0,755.0,58.0,1043,108.0,214.0,1208.0,2609.0,5283.0
925,329.0,158.0,1292.0,75.0,289,1109,2229.0,182.0,930.0,471.0,461,7515,2195,5.0,1289,784,47.0,1319.0,124.0,575.0,14.0,1175.0,2.0,272.0,3666.0,2.0,157.0,57.0,505.0,1411,7828.0,692,940,4.0,756.0,58.0,927,105.0,212.0,1209.0,2594.0,5259.0
926,327.0,158.0,1297.0,78.0,289,1113,2226.0,181.0,930.0,467.0,462,7503,2292,5.0,1304,791,46.0,1317.0,125.0,577.0,14.0,1178.0,2.0,272.0,3696.0,2.0,158.0,58.0,507.0,1406,7874.0,693,944,3.0,756.0,58.0,576,97.0,131.0,1207.0,2605.0,5189.0
927,331.0,159.0,1292.0,77.0,288,1142,2255.0,179.0,923.0,466.0,468,7521,2220,5.0,1283,791,46.0,1324.0,125.0,580.0,9.0,1189.0,2.0,273.0,4025.0,2.0,301.0,59.0,509.0,1400,7901.0,693,928,3.0,762.0,67.0,554,96.0,129.0,1193.0,2611.0,5181.0
928,331.0,160.0,1280.0,76.0,285,1154,2219.0,177.0,928.0,469.0,465,7465,2215,5.0,1261,789,47.0,1317.0,126.0,576.0,9.0,1182.0,2.0,270.0,4052.0,2.0,304.0,58.0,507.0,1403,7889.0,693,914,3.0,760.0,70.0,542,96.0,126.0,1169.0,2302.0,4903.0
929,324.0,159.0,1260.0,78.0,281,1128,2216.0,177.0,928.0,469.0,463,7492,2189,5.0,1244,792,45.0,1321.0,126.0,540.0,9.0,1181.0,2.0,269.0,4023.0,1.0,303.0,58.0,505.0,1399,7844.0,691,917,3.0,757.0,69.0,537,96.0,125.0,1170.0,2240.0,4505.0
930,321.0,155.0,1254.0,77.0,281,1127,2145.0,175.0,928.0,467.0,463,7508,1950,5.0,1156,788,47.0,1318.0,127.0,544.0,9.0,1176.0,2.0,269.0,3981.0,2.0,299.0,58.0,500.0,1403,7822.0,681,925,3.0,756.0,70.0,573,114.0,125.0,1172.0,2123.0,4510.0
931,326.0,156.0,1241.0,76.0,285,1151,2129.0,178.0,937.0,472.0,463,7592,2086,5.0,1178,799,47.0,1326.0,127.0,555.0,9.0,1146.0,2.0,272.0,4072.0,2.0,303.0,58.0,505.0,1410,7639.0,689,939,3.0,771.0,70.0,582,114.0,129.0,1175.0,2153.0,4519.0
932,328.0,157.0,1231.0,77.0,283,1144,2131.0,178.0,1022.0,469.0,446,7545,2135,5.0,1208,797,47.0,1327.0,125.0,555.0,9.0,1152.0,2.0,273.0,4060.0,2.0,302.0,56.0,507.0,1430,7588.0,686,947,3.0,765.0,70.0,582,114.0,121.0,1174.0,2189.0,4515.0
933,327.0,156.0,1214.0,76.0,281,1147,2137.0,178.0,995.0,470.0,440,7536,2136,5.0,1217,798,47.0,1352.0,128.0,571.0,9.0,1136.0,2.0,272.0,4071.0,2.0,304.0,58.0,508.0,1409,7594.0,687,961,3.0,732.0,66.0,574,114.0,112.0,1178.0,2211.0,4511.0
934,320.0,156.0,1213.0,77.0,285,1110,2106.0,176.0,982.0,470.0,447,7548,2092,4.0,1216,794,47.0,1352.0,130.0,565.0,9.0,1113.0,2.0,270.0,4051.0,2.0,300.0,58.0,511.0,1440,7585.0,671,952,3.0,715.0,65.0,570,111.0,110.0,1172.0,2206.0,4514.0
935,315.0,157.0,1191.0,77.0,281,1088,2075.0,170.0,869.0,471.0,445,7482,2096,4.0,1187,788,46.0,1306.0,130.0,539.0,8.0,1054.0,1.0,271.0,3849.0,2.0,273.0,58.0,495.0,1432,7551.0,676,952,3.0,703.0,66.0,568,113.0,111.0,1162.0,2190.0,4381.0
936,319.0,148.0,1121.0,75.0,284,1083,2043.0,170.0,926.0,468.0,441,7345,2014,4.0,1196,783,46.0,1306.0,128.0,540.0,8.0,1053.0,2.0,272.0,3789.0,2.0,276.0,57.0,490.0,1444,7415.0,678,943,3.0,707.0,66.0,558,111.0,106.0,1117.0,2187.0,4370.0
937,315.0,139.0,1093.0,74.0,271,1031,1949.0,163.0,893.0,452.0,437,7402,1877,5.0,1197,755,43.0,1247.0,117.0,538.0,6.0,1002.0,1.0,269.0,3728.0,2.0,254.0,56.0,498.0,1190,7135.0,679,926,3.0,733.0,59.0,564,112.0,106.0,1046.0,2183.0,4281.0
938,305.0,134.0,1044.0,70.0,265,1024,1919.0,164.0,829.0,449.0,429,7197,1831,5.0,1163,741,39.0,1199.0,115.0,530.0,6.0,990.0,2.0,263.0,3658.0,2.0,222.0,58.0,490.0,1173,7039.0,679,893,3.0,714.0,57.0,567,111.0,105.0,1044.0,2116.0,4244.0
939,289.0,133.0,1033.0,70.0,260,1042,1910.0,163.0,818.0,439.0,431,7338,1822,4.0,1181,732,40.0,1208.0,108.0,522.0,6.0,985.0,2.0,253.0,3583.0,2.0,205.0,58.0,495.0,1183,6904.0,699,886,3.0,711.0,56.0,566,113.0,100.0,1041.0,2127.0,4005.0
940,278.0,132.0,1023.0,65.0,260,1049,1855.0,167.0,804.0,436.0,421,7203,1929,4.0,1186,713,39.0,1153.0,106.0,521.0,6.0,975.0,2.0,254.0,3457.0,2.0,204.0,58.0,497.0,1258,6968.0,678,871,3.0,711.0,59.0,566,116.0,99.0,1039.0,2109.0,3815.0
941,243.0,116.0,948.0,57.0,242,993,1654.0,154.0,688.0,403.0,400,6748,2042,4.0,1162,663,40.0,932.0,93.0,505.0,6.0,881.0,2.0,238.0,3302.0,1.0,205.0,50.0,482.0,1171,6586.0,674,820,3.0,661.0,60.0,546,111.0,97.0,982.0,1888.0,3702.0
942,218.0,91.0,679.0,48.0,217,765,1240.0,93.0,524.0,318.0,342,5588,2004,3.0,1081,512,34.0,675.0,94.0,464.0,6.0,754.0,1.0,221.0,2901.0,2.0,203.0,45.0,409.0,1119,5028.0,557,657,2.0,540.0,56.0,490,120.0,80.0,795.0,1468.0,2412.0
943,193.0,92.0,657.0,43.0,210,730,1151.0,95.0,522.0,301.0,322,5350,2016,3.0,1113,447,25.0,558.0,84.0,457.0,6.0,683.0,1.0,222.0,2741.0,1.0,195.0,24.0,436.0,1098,4824.0,547,595,2.0,510.0,56.0,495,112.0,60.0,794.0,1324.0,2529.0
944,173.0,86.0,607.0,42.0,203,693,1071.0,94.0,523.0,333.0,297,5269,2032,3.0,1098,408,25.0,559.0,90.0,453.0,2.0,677.0,1.0,196.0,2732.0,2.0,197.0,24.0,433.0,1057,4832.0,549,560,2.0,508.0,55.0,480,113.0,42.0,762.0,1304.0,2235.0
945,159.0,81.0,599.0,36.0,186,653,983.0,85.0,501.0,319.0,267,5090,2038,2.0,1116,357,13.0,504.0,88.0,454.0,2.0,633.0,1.0,197.0,2743.0,2.0,193.0,23.0,421.0,1046,4627.0,581,503,2.0,484.0,56.0,482,114.0,44.0,717.0,1123.0,2122.0
946,157.0,78.0,615.0,38.0,175,646,1011.0,77.0,499.0,239.0,256,5033,2080,3.0,1115,318,9.0,509.0,83.0,441.0,2.0,594.0,1.0,195.0,2741.0,2.0,198.0,24.0,399.0,1003,4447.0,537,490,1.0,473.0,56.0,472,114.0,44.0,676.0,1083.0,1878.0
947,158.0,73.0,578.0,37.0,166,651,960.0,76.0,466.0,238.0,230,5049,2099,3.0,1119,280,10.0,467.0,83.0,439.0,1.0,476.0,1.0,161.0,2709.0,2.0,157.0,23.0,389.0,898,4305.0,483,460,1.0,482.0,56.0,461,85.0,43.0,628.0,1060.0,1913.0
948,146.0,70.0,382.0,31.0,141,545,754.0,69.0,429.0,134.0,181,4173,1946,3.0,1019,192,8.0,219.0,70.0,393.0,1.0,447.0,1.0,112.0,2229.0,2.0,153.0,23.0,367.0,535,3694.0,411,341,1.0,342.0,28.0,411,82.0,29.0,456.0,855.0,1497.0
949,143.0,69.0,404.0,25.0,144,525,787.0,63.0,437.0,141.0,190,4204,2126,3.0,1055,157,9.0,227.0,64.0,403.0,1.0,448.0,1.0,112.0,2238.0,2.0,156.0,24.0,373.0,562,3790.0,425,313,1.0,334.0,29.0,437,85.0,29.0,465.0,884.0,1540.0
950,138.0,70.0,455.0,24.0,140,537,758.0,61.0,452.0,142.0,201,4518,2182,3.0,1060,156,9.0,235.0,66.0,369.0,9.0,436.0,1.0,109.0,2190.0,2.0,155.0,23.0,370.0,521,3890.0,482,315,1.0,322.0,28.0,439,85.0,30.0,418.0,869.0,1477.0
951,147.0,70.0,474.0,24.0,145,536,729.0,66.0,453.0,140.0,189,4536,2262,3.0,1065,156,9.0,254.0,65.0,370.0,26.0,441.0,1.0,97.0,2197.0,2.0,157.0,24.0,397.0,592,4027.0,497,314,1.0,338.0,28.0,429,100.0,29.0,422.0,866.0,1501.0
952,148.0,70.0,484.0,24.0,154,550,743.0,69.0,437.0,143.0,189,4689,2278,3.0,1081,159,9.0,257.0,95.0,512.0,104.0,392.0,2.0,96.0,2249.0,2.0,157.0,24.0,401.0,598,4099.0,495,313,1.0,327.0,28.0,441,100.0,30.0,351.0,866.0,1505.0
953,148.0,70.0,482.0,24.0,154,551,746.0,73.0,429.0,142.0,191,4912,2365,3.0,1079,162,9.0,257.0,114.0,546.0,103.0,381.0,2.0,96.0,2308.0,2.0,157.0,24.0,397.0,600,4224.0,494,308,1.0,325.0,30.0,453,98.0,30.0,349.0,867.0,1497.0
954,148.0,70.0,474.0,24.0,154,559,745.0,79.0,430.0,141.0,195,4919,2417,3.0,1101,160,9.0,255.0,120.0,544.0,102.0,392.0,2.0,101.0,2336.0,2.0,157.0,24.0,398.0,591,4210.0,462,301,1.0,328.0,30.0,456,98.0,30.0,357.0,920.0,1505.0
955,145.0,69.0,439.0,16.0,147,555,750.0,76.0,380.0,140.0,194,4730,2505,3.0,1094,155,9.0,253.0,115.0,517.0,101.0,389.0,2.0,111.0,2141.0,2.0,156.0,24.0,333.0,588,4090.0,461,303,0.0,343.0,30.0,448,99.0,29.0,361.0,919.0,1494.0
956,148.0,70.0,445.0,16.0,148,579,756.0,77.0,382.0,143.0,198,4733,2491,3.0,1084,147,9.0,258.0,117.0,538.0,110.0,393.0,2.0,115.0,2061.0,2.0,156.0,5.0,337.0,597,4033.0,457,305,0.0,345.0,33.0,443,100.0,36.0,354.0,937.0,1499.0
957,160.0,70.0,438.0,15.0,149,563,748.0,75.0,379.0,141.0,196,4645,2486,3.0,1068,140,9.0,246.0,121.0,545.0,112.0,390.0,2.0,119.0,1996.0,2.0,151.0,5.0,293.0,592,3959.0,452,300,0.0,341.0,35.0,420,100.0,35.0,370.0,944.0,1497.0
958,159.0,69.0,442.0,16.0,138,590,759.0,80.0,382.0,139.0,195,4745,2594,3.0,1088,145,9.0,253.0,129.0,553.0,111.0,390.0,2.0,120.0,1997.0,2.0,157.0,6.0,300.0,598,4112.0,469,307,0.0,356.0,34.0,413,99.0,36.0,385.0,958.0,1512.0
959,159.0,63.0,441.0,13.0,136,526,745.0,74.0,381.0,139.0,196,4502,2555,3.0,1038,144,9.0,245.0,130.0,526.0,113.0,370.0,2.0,120.0,1834.0,2.0,157.0,8.0,297.0,603,3975.0,453,299,0.0,345.0,35.0,415,95.0,37.0,386.0,867.0,1513.0
960,158.0,63.0,410.0,10.0,128,508,696.0,73.0,381.0,140.0,192,4379,2450,3.0,1048,143,9.0,244.0,129.0,509.0,112.0,335.0,2.0,119.0,1795.0,1.0,155.0,8.0,283.0,596,3796.0,440,293,0.0,272.0,30.0,371,97.0,35.0,351.0,549.0,1213.0
961,164.0,64.0,411.0,8.0,126,480,708.0,72.0,368.0,132.0,176,4243,2375,2.0,1043,149,9.0,241.0,126.0,513.0,112.0,331.0,2.0,113.0,1720.0,1.0,153.0,8.0,285.0,595,3721.0,436,281,0.0,285.0,30.0,349,96.0,38.0,274.0,502.0,1153.0
962,165.0,61.0,416.0,8.0,94,467,636.0,71.0,337.0,120.0,167,4168,2339,2.0,965,140,9.0,242.0,118.0,466.0,112.0,295.0,2.0,103.0,1610.0,1.0,156.0,4.0,227.0,598,3791.0,392,248,0.0,221.0,26.0,324,96.0,37.0,186.0,442.0,903.0
963,160.0,57.0,413.0,10.0,80,424,651.0,73.0,330.0,129.0,164,4097,2294,2.0,928,135,3.0,227.0,117.0,437.0,113.0,280.0,2.0,25.0,1534.0,1.0,156.0,4.0,223.0,577,3722.0,383,255,0.0,229.0,25.0,303,94.0,51.0,192.0,505.0,882.0
964,160.0,57.0,416.0,10.0,83,433,666.0,74.0,302.0,168.0,171,4146,2331,2.0,936,153,3.0,225.0,117.0,445.0,112.0,306.0,2.0,26.0,1551.0,1.0,154.0,4.0,227.0,586,3822.0,394,257,0.0,196.0,26.0,311,97.0,61.0,203.0,587.0,875.0
965,159.0,54.0,419.0,9.0,82,362,658.0,74.0,306.0,177.0,173,4137,2312,2.0,916,147,3.0,226.0,118.0,433.0,113.0,272.0,2.0,25.0,1515.0,1.0,156.0,3.0,177.0,579,4008.0,392,256,0.0,186.0,26.0,307,96.0,59.0,202.0,586.0,874.0
966,160.0,51.0,439.0,8.0,81,363,666.0,74.0,307.0,180.0,165,4034,2342,2.0,935,148,3.0,226.0,117.0,431.0,113.0,290.0,2.0,25.0,1484.0,1.0,156.0,4.0,158.0,569,4075.0,397,260,0.0,189.0,26.0,309,97.0,61.0,190.0,536.0,879.0
967,157.0,51.0,439.0,10.0,82,360,682.0,74.0,306.0,213.0,165,4122,2370,2.0,931,153,3.0,224.0,119.0,432.0,117.0,293.0,2.0,25.0,1457.0,1.0,156.0,4.0,158.0,567,4061.0,389,266,0.0,187.0,25.0,309,97.0,61.0,188.0,533.0,912.0
968,159.0,51.0,435.0,10.0,82,361,690.0,75.0,304.0,214.0,166,4155,2322,2.0,931,157,3.0,224.0,118.0,431.0,117.0,296.0,2.0,24.0,1455.0,1.0,155.0,4.0,160.0,569,4046.0,393,261,0.0,189.0,26.0,313,98.0,60.0,187.0,531.0,929.0
969,157.0,51.0,438.0,10.0,81,359,695.0,75.0,304.0,214.0,163,4139,2326,2.0,919,171,3.0,224.0,118.0,432.0,117.0,299.0,2.0,25.0,1417.0,1.0,154.0,4.0,158.0,574,4035.0,391,265,0.0,189.0,26.0,310,96.0,63.0,183.0,536.0,939.0
970,160.0,51.0,446.0,10.0,83,356,702.0,74.0,300.0,213.0,170,4134,2384,2.0,926,170,4.0,222.0,129.0,431.0,116.0,297.0,2.0,24.0,1449.0,1.0,157.0,4.0,176.0,561,3973.0,395,265,0.0,185.0,26.0,308,95.0,61.0,194.0,532.0,922.0
971,157.0,50.0,441.0,11.0,88,354,698.0,75.0,302.0,216.0,167,4186,2387,2.0,932,171,4.0,219.0,129.0,428.0,112.0,294.0,2.0,25.0,1463.0,1.0,162.0,4.0,183.0,567,3971.0,398,265,0.0,185.0,23.0,307,97.0,62.0,198.0,513.0,892.0
972,159.0,51.0,447.0,10.0,88,355,716.0,73.0,304.0,206.0,164,4232,2408,2.0,930,167,4.0,219.0,130.0,432.0,115.0,299.0,2.0,25.0,1504.0,1.0,168.0,4.0,185.0,571,3986.0,399,269,0.0,188.0,23.0,312,97.0,62.0,197.0,514.0,899.0
973,162.0,49.0,450.0,11.0,88,361,698.0,74.0,299.0,200.0,170,4259,2426,2.0,934,152,4.0,209.0,126.0,430.0,116.0,298.0,2.0,24.0,1510.0,1.0,169.0,4.0,194.0,584,3961.0,395,267,0.0,188.0,23.0,317,96.0,49.0,196.0,518.0,885.0
974,161.0,50.0,445.0,11.0,88,357,701.0,75.0,307.0,209.0,173,4278,2412,2.0,921,170,4.0,224.0,130.0,434.0,121.0,296.0,2.0,25.0,1506.0,1.0,167.0,3.0,192.0,608,3945.0,418,269,0.0,186.0,23.0,317,97.0,50.0,199.0,520.0,894.0
975,161.0,55.0,425.0,11.0,77,359,720.0,77.0,307.0,205.0,171,4363,2427,2.0,924,173,4.0,218.0,131.0,441.0,122.0,295.0,2.0,25.0,1502.0,1.0,167.0,3.0,191.0,613,3866.0,419,283,0.0,188.0,23.0,316,97.0,48.0,202.0,525.0,906.0
976,165.0,58.0,426.0,11.0,78,373,765.0,79.0,345.0,207.0,176,4486,2462,2.0,927,176,4.0,232.0,130.0,444.0,124.0,290.0,2.0,25.0,1544.0,1.0,168.0,4.0,190.0,704,3972.0,413,294,0.0,183.0,23.0,322,96.0,48.0,216.0,534.0,928.0
977,166.0,58.0,402.0,11.0,80,374,780.0,79.0,342.0,205.0,169,4531,2456,3.0,938,168,4.0,235.0,133.0,441.0,124.0,295.0,2.0,25.0,1554.0,1.0,165.0,4.0,191.0,708,3968.0,412,302,0.0,185.0,23.0,279,82.0,45.0,221.0,530.0,828.0
978,170.0,64.0,406.0,11.0,81,384,807.0,80.0,345.0,207.0,173,4644,2523,3.0,937,175,4.0,302.0,134.0,461.0,123.0,278.0,2.0,24.0,1608.0,1.0,169.0,4.0,196.0,724,4093.0,430,310,0.0,187.0,23.0,275,76.0,49.0,225.0,597.0,834.0
979,167.0,66.0,400.0,11.0,82,416,827.0,80.0,343.0,208.0,174,4716,2515,4.0,962,187,4.0,330.0,136.0,455.0,124.0,278.0,2.0,25.0,1627.0,1.0,169.0,4.0,191.0,722,4105.0,442,307,0.0,189.0,23.0,274,75.0,50.0,216.0,597.0,836.0
980,164.0,64.0,398.0,12.0,84,438,839.0,81.0,341.0,206.0,168,4783,2558,4.0,967,198,4.0,374.0,139.0,490.0,114.0,282.0,2.0,34.0,1633.0,1.0,164.0,5.0,194.0,714,4307.0,453,318,1.0,182.0,16.0,271,74.0,44.0,273.0,594.0,843.0
981,163.0,66.0,426.0,13.0,82,442,807.0,87.0,333.0,206.0,163,4816,2573,4.0,952,184,4.0,378.0,139.0,494.0,114.0,281.0,2.0,37.0,1646.0,1.0,161.0,5.0,189.0,714,4255.0,459,331,1.0,195.0,16.0,282,76.0,36.0,278.0,544.0,845.0
982,162.0,65.0,435.0,14.0,78,428,946.0,96.0,397.0,210.0,162,4882,2651,4.0,981,190,4.0,384.0,139.0,504.0,116.0,283.0,2.0,43.0,1643.0,1.0,169.0,5.0,194.0,726,4465.0,465,345,1.0,202.0,18.0,287,75.0,37.0,388.0,545.0,866.0
983,161.0,64.0,424.0,14.0,81,433,992.0,98.0,396.0,186.0,162,4788,2613,3.0,996,171,4.0,372.0,138.0,500.0,114.0,275.0,2.0,41.0,1689.0,1.0,169.0,4.0,191.0,726,4204.0,439,329,1.0,211.0,18.0,293,75.0,35.0,381.0,531.0,906.0
984,167.0,59.0,435.0,13.0,82,439,999.0,99.0,395.0,155.0,157,4882,2683,4.0,1048,171,4.0,344.0,138.0,510.0,115.0,282.0,2.0,43.0,1699.0,1.0,169.0,5.0,190.0,723,4470.0,464,341,1.0,222.0,18.0,334,74.0,37.0,405.0,538.0,925.0
985,162.0,50.0,438.0,14.0,80,432,997.0,94.0,396.0,155.0,162,4880,2692,4.0,1028,166,4.0,339.0,138.0,511.0,114.0,202.0,2.0,43.0,1713.0,1.0,169.0,5.0,193.0,725,4399.0,462,339,1.0,224.0,18.0,334,73.0,37.0,407.0,492.0,929.0
986,136.0,39.0,462.0,14.0,78,411,997.0,94.0,395.0,154.0,155,4848,2774,4.0,1031,163,4.0,338.0,135.0,513.0,114.0,181.0,2.0,43.0,1707.0,1.0,167.0,5.0,187.0,723,4277.0,467,312,1.0,224.0,18.0,332,75.0,37.0,396.0,490.0,921.0
987,108.0,30.0,430.0,13.0,75,409,972.0,92.0,394.0,153.0,154,4813,2728,3.0,1035,158,4.0,337.0,134.0,477.0,113.0,182.0,2.0,43.0,1623.0,1.0,168.0,4.0,188.0,682,4097.0,414,302,1.0,224.0,18.0,324,89.0,35.0,385.0,482.0,834.0
